id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price,zip
19211844,37.78604,-122.41394,Hostel,Private room,8,0,1,$70.00 ,94109
19227069,37.74679,-122.41107,House,Private room,1,1,4,$105.00 ,94110
19228248,37.75359,-122.48137,Apartment,Entire home/apt,1,2,3,$180.00 ,94122
19228919,37.77723,-122.44819,House,Private room,1.5,1,30,$82.00 ,94117
19229358,37.75707,-122.44017,Condominium,Private room,1,1,2,$85.00 ,94114
19236728,37.78873,-122.41066,Hotel,Private room,1,0,1,$235.00 ,94108
19236730,37.78881,-122.41153,Hotel,Private room,1,0,1,$235.00 ,94108
19240799,37.75829,-122.43043,House,Entire home/apt,1.5,2,3,$259.00 ,94114
19265072,37.74985,-122.432,House,Private room,1,1,2,$85.00 ,94131
19270270,37.75368,-122.42738,Apartment,Entire home/apt,1,2,30,$169.00 ,94110
19273465,37.72116,-122.42716,Guest suite,Entire home/apt,1,0,3,$135.00 ,94112
19285250,37.74673,-122.42595,House,Private room,1,1,2,$65.00 ,94110
19292950,37.77379,-122.42732,Apartment,Private room,1,1,2,$100.00 ,94102
19304903,37.74515,-122.42048,Apartment,Entire home/apt,1,1,4,$175.00 ,94110
19307356,37.74715,-122.47255,House,Entire home/apt,1,2,6,$140.00 ,94116
19311418,37.77739,-122.39821,Apartment,Entire home/apt,2,1,30,$164.00 ,94158
19315635,37.77367,-122.49393,Apartment,Entire home/apt,2,3,2,$350.00 ,94122
19315898,37.73117,-122.48718,House,Private room,1,1,30,$58.00 ,94116
19316565,37.79011,-122.4068,Serviced apartment,Hotel room,1,0,2,$75.00 ,94108
19316721,37.73255,-122.48936,House,Private room,1,1,30,$45.00 ,94116
19328446,37.79629,-122.4327,House,Private room,1,1,2,$200.00 ,94123
19331975,37.719,-122.45254,Apartment,Private room,1,1,1,$110.00 ,94112
19332338,37.79146,-122.417,Apartment,Entire home/apt,3.5,4,30,$450.00 ,94109
19348868,37.73522,-122.3889,House,Entire home/apt,1,2,4,$300.00 ,94124
19363609,37.72326,-122.44063,House,Private room,1,1,30,$90.00 ,94112
19364007,37.72467,-122.43943,House,Private room,1,1,30,$80.00 ,94112
19365066,37.72151,-122.43823,Apartment,Entire home/apt,1,2,3,$280.00 ,94112
19368789,37.72865,-122.49156,Apartment,Private room,1,1,1,$69.00 ,94132
19388714,37.80176,-122.40607,Apartment,Entire home/apt,1,2,30,$450.00 ,94111
19403989,37.75661,-122.47669,House,Private room,2,1,2,$65.00 ,94122
19404355,37.79936,-122.44412,Apartment,Entire home/apt,1,1,2,$335.00 ,94123
19404978,37.75574,-122.47759,House,Private room,2,1,2,$75.00 ,94122
19407065,37.77873,-122.44396,Apartment,Entire home/apt,1,1,2,$165.00 ,94117
19407153,37.79044,-122.43933,Apartment,Entire home/apt,1,0,30,$140.00 ,94115
19412179,37.75469,-122.39967,Apartment,Private room,2,1,2,$70.00 ,94110
19413966,37.75228,-122.41137,Apartment,Private room,2,1,1,$89.00 ,94110
19416317,37.79663,-122.41809,Apartment,Private room,1.5,1,30,$149.00 ,94109
19416382,37.73864,-122.41396,House,Entire home/apt,1,2,3,$140.00 ,94110
19416507,37.7635,-122.48012,House,Private room,1,1,30,$75.00 ,94122
19417708,37.73049,-122.49213,Guesthouse,Entire home/apt,2,2,1,$150.00 ,94116
19419133,37.76422,-122.47725,Apartment,Private room,1,1,30,$57.00 ,94122
19432832,37.80073,-122.41545,Townhouse,Entire home/apt,2,2,30,$264.00 ,94111
19437156,37.78009,-122.44141,House,Entire home/apt,1,2,30,$149.00 ,94115
19459929,37.77863,-122.44731,Apartment,Entire home/apt,1,1,3,$40.00 ,94118
19461237,37.75385,-122.39686,Guest suite,Entire home/apt,1,2,30,$150.00 ,94158
19475051,37.7817,-122.47647,Apartment,Private room,1,1,30,$99.00 ,94118
19476963,37.70875,-122.46423,Guest suite,Entire home/apt,1,1,2,$39.00 ,94132
19478755,37.74868,-122.47502,House,Private room,2,1,1,$95.00 ,94116
19491887,37.72071,-122.40903,Guest suite,Entire home/apt,1,1,1,$65.00 ,94134
19499099,37.79543,-122.41067,House,Entire home/apt,1,1,1,$325.00 ,94108
19504960,37.75422,-122.41697,Apartment,Entire home/apt,2,3,2,$600.00 ,94110
19506419,37.789,-122.43883,Apartment,Entire home/apt,1,1,7,$175.00 ,94115
19507829,37.7613,-122.43024,Apartment,Entire home/apt,2,3,30,$375.00 ,94114
19527133,37.75554,-122.42202,Apartment,Entire home/apt,1,0,7,$125.00 ,94110
19564659,37.75194,-122.41038,Apartment,Entire home/apt,1,3,4,$120.00 ,94110
19570849,37.74313,-122.45211,House,Entire home/apt,1,1,2,$150.00 ,94131
19570882,37.73271,-122.4475,House,Entire home/apt,1,2,30,$250.00 ,94127
19572542,37.73112,-122.4876,House,Private room,1,1,30,$60.00 ,94116
19573415,37.78126,-122.40962,Hostel,Private room,8,1,30,$65.00 ,94103
19573930,37.74489,-122.50391,Bungalow,Entire home/apt,1,3,30,$300.00 ,94116
19586208,37.77322,-122.41655,House,Shared room,3,1,180,$37.00 ,94102
19586419,37.77246,-122.41771,House,Shared room,3,1,60,$32.00 ,94102
19588004,37.78312,-122.48914,House,Entire home/apt,2.5,3,3,$450.00 ,94118
19596257,37.78962,-122.41114,Condominium,Entire home/apt,1,1,1,$150.00 ,94108
19611889,37.76286,-122.47747,Apartment,Private room,0,1,30,$49.00 ,94122
19612051,37.76299,-122.47712,Apartment,Private room,1,1,30,$58.00 ,94122
19626323,37.76499,-122.47937,House,Private room,1,1,30,$85.00 ,94122
19636416,37.79859,-122.41854,Condominium,Entire home/apt,1,1,90,$214.00 ,94109
19642407,37.72516,-122.44198,House,Private room,1,1,30,$67.00 ,94112
19644702,37.78845,-122.41213,Condominium,Shared room,1,1,1,$65.00 ,94108
19658833,37.77743,-122.47018,House,Private room,1,1,5,$150.00 ,94118
19659835,37.75989,-122.43584,Condominium,Entire home/apt,1.5,2,30,$162.00 ,94114
19680922,37.79291,-122.408,Apartment,Entire home/apt,1,0,30,$105.00 ,94108
19694250,37.77121,-122.43266,Condominium,Entire home/apt,1.5,2,3,$650.00 ,94117
19704114,37.71876,-122.39104,House,Private room,1,1,1,$101.00 ,94124
19715066,37.79443,-122.41814,Apartment,Entire home/apt,1,2,30,$143.00 ,94109
19721174,37.77693,-122.42451,Guest suite,Entire home/apt,1,1,1,$348.00 ,94102
19721472,37.73859,-122.4723,House,Entire home/apt,3,3,3,$410.00 ,94116
19721524,37.73882,-122.41351,House,Entire home/apt,2.5,3,3,$300.00 ,94110
19745324,37.78648,-122.48868,House,Entire home/apt,3.5,4,30,$450.00 ,94118
19753187,37.75984,-122.42639,Townhouse,Entire home/apt,1,3,3,$325.00 ,94114
19780176,37.79084,-122.40685,Boutique hotel,Private room,1,1,2,$250.00 ,94108
19782416,37.79611,-122.4051,Apartment,Entire home/apt,1,1,30,$140.00 ,94104
19808052,37.7975,-122.43626,House,Private room,1,1,1,$129.00 ,94123
19808652,37.7792,-122.46975,Apartment,Entire home/apt,1,1,30,$90.00 ,94118
19810694,37.79005,-122.4308,Apartment,Entire home/apt,1,1,31,$150.00 ,94115
19813532,37.73325,-122.4871,House,Private room,1,1,30,$50.00 ,94116
19813606,37.79305,-122.42482,Condominium,Entire home/apt,1,1,1000,$150.00 ,94109
19824550,37.78431,-122.42014,Boutique hotel,Private room,1,1,2,$150.00 ,94102
19827064,37.79098,-122.40625,Hotel,Private room,1,0,4,$700.00 ,94108
19827923,37.7843,-122.41492,Apartment,Entire home/apt,1,0,30,$89.00 ,94103
19828648,37.72644,-122.44199,House,Private room,1,1,30,$78.00 ,94112
19829202,37.78444,-122.41591,Apartment,Entire home/apt,1,0,30,$81.00 ,94102
19830610,37.75615,-122.38776,Apartment,Entire home/apt,1,1,3,$280.00 ,94107
19844253,37.72637,-122.4047,House,Entire home/apt,1,1,30,$66.00 ,94134
19849615,37.73163,-122.48718,House,Private room,1,0,30,$45.00 ,94116
19849866,37.79148,-122.40637,Boutique hotel,Private room,1,1,2,$225.00 ,94108
19872447,37.72595,-122.43705,House,Entire home/apt,2,3,2,$275.00 ,94112
19877901,37.71234,-122.43747,House,Private room,1,1,3,$121.00 ,94112
19891811,37.71975,-122.40178,Apartment,Entire home/apt,1,1,30,$180.00 ,94134
19892991,37.74895,-122.44704,House,Entire home/apt,2,2,2,$300.00 ,94131
19894058,37.7197,-122.40086,House,Entire home/apt,1,1,30,$70.00 ,94134
19904931,37.79659,-122.41603,Apartment,Entire home/apt,1,0,30,$80.00 ,94109
19907178,37.77746,-122.4083,Condominium,Entire home/apt,1,1,3,$249.00 ,94103
19909235,37.7514,-122.40902,Apartment,Private room,1,1,30,$145.00 ,94110
19914814,37.79477,-122.41303,Apartment,Entire home/apt,1,2,30,$180.00 ,94108
19916751,37.79557,-122.39842,Apartment,Entire home/apt,1,0,31,$130.00 ,94104
19922726,37.75983,-122.43527,Apartment,Private room,1,1,2,$188.00 ,94114
19924936,37.77762,-122.45973,Apartment,Entire home/apt,1,1,30,$100.00 ,94118
19931498,37.79685,-122.41116,Apartment,Entire home/apt,1,1,30,$156.00 ,94108
19931606,37.77446,-122.41849,Apartment,Entire home/apt,1,1,30,$149.00 ,94102
19933216,37.76398,-122.42383,Apartment,Entire home/apt,1,2,30,$400.00 ,94114
19934941,37.7934,-122.41486,Apartment,Entire home/apt,1,1,30,$164.00 ,94108
19946179,37.76171,-122.46836,House,Entire home/apt,2,4,5,$395.00 ,94122
19946354,37.74468,-122.42065,Apartment,Entire home/apt,2,1,31,$195.00 ,94110
19949380,37.78092,-122.46881,House,Entire home/apt,2,2,2,$221.00 ,94118
19949962,37.80318,-122.43837,House,Entire home/apt,1.5,2,30,$284.00 ,94123
19950230,37.75461,-122.40226,Guest suite,Entire home/apt,1,1,1,$275.00 ,94110
19954872,37.78345,-122.46331,House,Private room,2,1,1,$90.00 ,94118
19969592,37.74591,-122.41013,House,Entire home/apt,1.5,2,3,$400.00 ,94110
19979690,37.7844,-122.47681,Apartment,Entire home/apt,1,1,3,$125.00 ,94118
19985392,37.77014,-122.44521,Apartment,Entire home/apt,2,3,4,$450.00 ,94117
20002089,37.79169,-122.42016,Apartment,Shared room,5,1,30,$40.00 ,94109
20002459,37.79136,-122.42007,Apartment,Shared room,5,1,30,$43.00 ,94109
20002651,37.79152,-122.41944,House,Private room,5,1,30,$60.00 ,94109
20012065,37.74559,-122.45882,House,Entire home/apt,2,2,1,$300.00 ,94131
20024608,37.79124,-122.40645,Boutique hotel,Private room,1,0,2,$250.00 ,94108
20059569,37.78359,-122.46353,House,Private room,2,1,1,$80.00 ,94118
20068624,37.7791,-122.40579,Apartment,Entire home/apt,1.5,1,30,$165.00 ,94103
20070540,37.73877,-122.42885,House,Private room,1,1,30,$120.00 ,94110
20072374,37.76522,-122.41834,Apartment,Entire home/apt,1,0,30,$69.00 ,94102
20077154,37.7255,-122.44042,House,Private room,1,1,30,$94.00 ,94112
20087573,37.77065,-122.42775,Apartment,Entire home/apt,1,1,30,$176.00 ,94117
20093004,37.7779,-122.43643,Apartment,Entire home/apt,2,4,30,$485.00 ,94117
20096735,37.77469,-122.43339,Apartment,Entire home/apt,1,1,30,$220.00 ,94117
20121178,37.79154,-122.42052,Apartment,Shared room,5,1,30,$42.00 ,94109
20121182,37.79327,-122.41849,Apartment,Shared room,5,1,30,$42.00 ,94109
20121980,37.79285,-122.42066,Apartment,Private room,5,1,30,$69.00 ,94109
20121985,37.79122,-122.41938,House,Private room,5,1,30,$66.00 ,94109
20122070,37.771,-122.43282,Condominium,Entire home/apt,2,4,1,$295.00 ,94117
20126616,37.75466,-122.41197,Townhouse,Entire home/apt,1,4,3,$445.00 ,94110
20149972,37.7823,-122.39483,Condominium,Entire home/apt,2,2,3,$275.00 ,94105
20154622,37.72361,-122.40863,House,Private room,1,1,1,$90.00 ,94134
20155597,37.79364,-122.4231,Guest suite,Entire home/apt,1,1,1,$299.00 ,94109
20155822,37.79434,-122.41297,Apartment,Entire home/apt,1,1,30,$150.00 ,94108
20156650,37.70991,-122.41966,House,Private room,1,1,1,$90.00 ,94134
20157395,37.7118,-122.45812,Condominium,Private room,1,1,2,$99.00 ,94112
20167050,37.73668,-122.4975,House,Private room,1,1,30,$59.00 ,94116
20167369,37.78914,-122.39455,Apartment,Private room,1,1,30,$99.00 ,94105
20169868,37.76252,-122.50516,House,Entire home/apt,1,1,1,$135.00 ,94122
20173537,37.71971,-122.40058,Apartment,Entire home/apt,1,0,30,$90.00 ,94134
20194233,37.75567,-122.43394,Condominium,Entire home/apt,2.5,2,30,$233.00 ,94114
20195883,37.7796,-122.45442,Guest suite,Entire home/apt,1,1,2,$280.00 ,94118
20206679,37.77375,-122.41784,House,Shared room,1,1,30,$32.00 ,94102
20236862,37.7548,-122.45677,Guest suite,Entire home/apt,1,1,2,$135.00 ,94131
20242206,37.71699,-122.43194,House,Private room,1,1,1,$80.00 ,94112
20256864,37.77233,-122.5026,Apartment,Private room,1,1,1,$73.00 ,94122
20257107,37.7736,-122.50262,Apartment,Private room,1,1,1,$73.00 ,94122
20257125,37.74583,-122.49027,Other,Private room,1,1,1,$99.00 ,94116
20258481,37.76229,-122.47402,House,Private room,1.5,1,1,$125.00 ,94122
20267540,37.77687,-122.44095,Apartment,Private room,1,1,2,$100.00 ,94117
20269012,37.75729,-122.50367,House,Private room,1,1,2,$140.00 ,94122
20269251,37.7605,-122.40088,Apartment,Entire home/apt,1,1,4,$275.00 ,94158
20269328,37.78528,-122.41477,Apartment,Private room,0,1,2,$100.00 ,94109
20279076,37.79097,-122.40678,Boutique hotel,Private room,2,1,2,$300.00 ,94108
20281663,37.78023,-122.50665,House,Private room,1,1,2,$130.00 ,94122
20286716,37.74444,-122.49098,Other,Private room,1,1,1,$99.00 ,94116
20286823,37.75511,-122.41817,Apartment,Private room,2,1,30,$96.00 ,94110
20286868,37.74465,-122.48948,Other,Private room,1,1,1,$125.00 ,94116
20287325,37.76902,-122.45072,Hostel,Hotel room,1,1,1,$100.00 ,94117
20302991,37.77211,-122.44822,Apartment,Entire home/apt,1,2,2,$150.00 ,94117
20305889,37.74257,-122.41311,House,Entire home/apt,1,2,4,$280.00 ,94110
20311264,37.74861,-122.40885,House,Entire home/apt,1,1,30,$275.00 ,94110
20321045,37.79007,-122.41479,Apartment,Entire home/apt,1,1,30,$148.00 ,94109
20331337,37.77249,-122.43543,Apartment,Private room,1,1,2,$10.00 ,94117
20331804,37.74479,-122.41977,Condominium,Private room,1,1,4,$0.00 ,94110
20335923,37.79189,-122.4208,House,Private room,5,1,30,$59.00 ,94109
20355620,37.74012,-122.40879,House,Private room,1,1,30,$113.00 ,94110
20361588,37.72815,-122.46154,Guest suite,Entire home/apt,1,1,2,$225.00 ,94127
20361695,37.80121,-122.43156,Townhouse,Entire home/apt,1,3,30,$215.00 ,94123
20364980,37.72835,-122.38484,House,Entire home/apt,3,4,30,$225.00 ,94124
20365435,37.71989,-122.40003,Apartment,Entire home/apt,1,1,30,$70.00 ,94134
20365447,37.72851,-122.39085,House,Private room,1,1,30,$59.00 ,94124
20367610,37.7471,-122.47862,House,Private room,2,1,30,$40.00 ,94116
20367796,37.7466,-122.47917,House,Private room,2,1,30,$40.00 ,94116
20367880,37.74506,-122.47727,House,Private room,2,1,30,$50.00 ,94116
20368086,37.74657,-122.47787,House,Private room,2,1,30,$50.00 ,94116
20386464,37.74966,-122.43298,House,Entire home/apt,1,2,2,$295.00 ,94131
20388193,37.73559,-122.39296,Castle,Private room,2.5,1,1,$50.00 ,94124
20393341,37.761,-122.44489,Guest suite,Entire home/apt,1,1,2,$135.00 ,94114
20397022,37.80389,-122.4448,Apartment,Private room,1,1,60,$145.00 ,94123
20399118,37.73338,-122.47376,House,Private room,1.5,1,1,$180.00 ,94116
20408154,37.75747,-122.48785,House,Private room,1.5,1,1,$120.00 ,94122
20408951,37.80528,-122.41967,Apartment,Entire home/apt,2.5,2,30,$500.00 ,94111
20423020,37.78539,-122.47739,Condominium,Entire home/apt,2,3,3,$330.00 ,94118
20424404,37.73932,-122.41537,Guest suite,Entire home/apt,1,1,2,$96.00 ,94110
20424542,37.74406,-122.45918,Guest suite,Entire home/apt,1,0,1,$100.00 ,94127
20424773,37.77594,-122.41407,Apartment,Private room,1,1,4,$150.00 ,94103
20425693,37.76675,-122.44065,Apartment,Entire home/apt,2,1,4,$195.00 ,94117
20425974,37.72922,-122.39312,Guest suite,Entire home/apt,1,1,2,$127.00 ,94124
20426651,37.75054,-122.40907,Apartment,Private room,1,1,5,$97.00 ,94110
20426652,37.77794,-122.4133,Apartment,Entire home/apt,1,1,30,$155.00 ,94103
20439767,37.72271,-122.40442,House,Private room,1,1,1,$80.00 ,94134
20440309,37.73369,-122.43452,House,Private room,1,1,3,$80.00 ,94112
20444584,37.73404,-122.47484,House,Entire home/apt,4.5,4,1,$260.00 ,94116
20450156,37.78159,-122.39678,Apartment,Private room,1,1,6,$400.00 ,94105
20460402,37.71745,-122.43378,House,Entire home/apt,2,3,30,$200.00 ,94112
20473642,37.74476,-122.48127,House,Shared room,1,1,30,$28.00 ,94116
20488889,37.73767,-122.41144,Apartment,Entire home/apt,1,1,30,$97.00 ,94110
20500854,37.7364,-122.42823,Townhouse,Entire home/apt,2,2,4,$195.00 ,94110
20501065,37.7578,-122.40896,Apartment,Entire home/apt,1,2,30,$129.00 ,94110
20501268,37.76787,-122.42712,House,Entire home/apt,2,2,31,$295.00 ,94117
20505903,37.78182,-122.398,Apartment,Private room,1,1,6,$87.00 ,94105
20522974,37.7758,-122.44153,Apartment,Entire home/apt,1,1,30,$155.00 ,94117
20541727,37.75903,-122.43726,Apartment,Private room,2,1,30,$65.00 ,94114
20542337,37.75859,-122.43919,Apartment,Private room,2,1,30,$64.00 ,94114
20543892,37.75668,-122.49424,House,Private room,1,1,3,$100.00 ,94122
20563658,37.74253,-122.46451,House,Entire home/apt,2,4,30,$165.00 ,94116
20573374,37.74866,-122.41871,Condominium,Entire home/apt,1,2,2,$148.00 ,94110
20583020,37.79548,-122.41848,House,Entire home/apt,1,1,30,$100.00 ,94109
20591785,37.79279,-122.41537,Condominium,Entire home/apt,1,1,2,$200.00 ,94109
20608059,37.75395,-122.45344,House,Private room,1,1,1,$65.00 ,94131
20614522,37.78945,-122.41923,House,Private room,6,1,30,$57.00 ,94109
20620600,37.76567,-122.43673,Apartment,Entire home/apt,2,2,3,$468.00 ,94117
20635045,37.75963,-122.43989,Apartment,Private room,4,1,30,$64.00 ,94114
20635517,37.75376,-122.43565,Apartment,Private room,2.5,2,30,$260.00 ,94131
20637303,37.75147,-122.43694,Apartment,Private room,2.5,2,30,$225.00 ,94131
20641131,37.74741,-122.41262,House,Private room,1,1,4,$90.00 ,94110
20649513,37.75743,-122.38947,Apartment,Entire home/apt,2,2,3,$500.00 ,94107
20652741,37.73297,-122.39631,House,Entire home/apt,1,2,2,$120.00 ,94124
20654216,37.76142,-122.42893,Condominium,Private room,1.5,1,1,$100.00 ,94114
20663782,37.80031,-122.43142,Serviced apartment,Entire home/apt,2,3,30,$265.00 ,94123
20671819,37.71633,-122.43187,House,Private room,2,1,1,$80.00 ,94112
20675281,37.77241,-122.41788,House,Shared room,3,1,30,$35.00 ,94102
20675629,37.7738,-122.41653,House,Shared room,1,1,90,$38.00 ,94102
20676931,37.75939,-122.40234,House,Entire home/apt,1,2,30,$299.00 ,94158
20681294,37.73998,-122.4696,Guest suite,Private room,1,1,2,$125.00 ,94116
20690957,37.71548,-122.4307,House,Private room,3,1,1,$58.00 ,94112
20695687,37.74688,-122.40864,Condominium,Private room,1,1,2,$150.00 ,94110
20696391,37.74497,-122.43287,Apartment,Entire home/apt,1,1,30,$140.00 ,94131
20696918,37.7158,-122.44006,House,Private room,1,1,2,$119.00 ,94112
20698878,37.76941,-122.42558,House,Shared room,5,1,30,$35.00 ,94117
20698881,37.76945,-122.42497,Apartment,Shared room,5,1,30,$44.00 ,94102
20704455,37.77904,-122.41319,Apartment,Entire home/apt,1,1,30,$155.00 ,94103
20712310,37.71834,-122.40353,House,Private room,1,1,2,$150.00 ,94134
20720492,37.74719,-122.40561,Apartment,Entire home/apt,2,2,2,$320.00 ,94110
20724784,37.80255,-122.40771,Condominium,Private room,2,1,30,$350.00 ,94111
20725043,37.77037,-122.40047,Condominium,Entire home/apt,1.5,1,30,$230.00 ,94158
20739989,37.74749,-122.45039,House,Private room,1,1,2,$95.00 ,94131
20744996,37.80257,-122.43585,Apartment,Entire home/apt,2,3,30,$260.00 ,94123
20745195,37.75931,-122.3967,House,Private room,1.5,3,1,$350.00 ,94158
20746223,37.80121,-122.43727,Apartment,Entire home/apt,1,0,30,$130.00 ,94123
20750046,37.77897,-122.44535,Guest suite,Entire home/apt,1,0,5,$125.00 ,94117
20750111,37.76455,-122.42918,Condominium,Entire home/apt,1,2,2,$349.00 ,94114
20761833,37.73452,-122.43307,House,Private room,1,1,1,$99.00 ,94112
20762414,37.74486,-122.45683,House,Entire home/apt,1.5,3,1,$360.00 ,94131
20765941,37.74084,-122.50142,Guest suite,Entire home/apt,2,3,2,$298.00 ,94116
20768833,37.76181,-122.45348,House,Entire home/apt,3.5,4,5,"$1,495.00 ",94114
20772598,37.7636,-122.49016,Apartment,Entire home/apt,1,1,2,$92.00 ,94122
20776056,37.80293,-122.40576,Condominium,Entire home/apt,1,1,30,$151.00 ,94111
20799337,37.78914,-122.41509,Apartment,Entire home/apt,1,2,2,$270.00 ,94109
20803354,37.75357,-122.42076,House,Private room,1,1,1,$125.00 ,94110
20805606,37.75503,-122.40676,Townhouse,Entire home/apt,1,2,2,$300.00 ,94110
20813007,37.72919,-122.38426,Townhouse,Private room,1,1,1,$69.00 ,94124
20814139,37.75962,-122.42515,Condominium,Private room,1,1,2,$90.00 ,94110
20834040,37.78484,-122.41428,Apartment,Entire home/apt,1,0,30,$78.00 ,94103
20836233,37.76362,-122.47348,House,Entire home/apt,2.5,3,7,"$1,295.00 ",94122
20837529,37.71389,-122.40813,Guest suite,Entire home/apt,1,2,1,$125.00 ,94134
20847212,37.77258,-122.44871,Condominium,Entire home/apt,2,2,5,$340.00 ,94117
20852099,37.71452,-122.40658,Guest suite,Entire home/apt,1,1,1,$85.00 ,94134
20852769,37.79645,-122.41208,Apartment,Entire home/apt,1.5,2,30,$185.00 ,94108
20857268,37.76101,-122.4435,Apartment,Entire home/apt,1,2,30,$250.00 ,94114
20863872,37.78389,-122.42603,Condominium,Private room,1,1,30,$102.00 ,94102
20873868,37.7733,-122.44741,Condominium,Private room,1,1,2,$125.00 ,94117
20873957,37.77436,-122.40635,Condominium,Entire home/apt,2,3,2,$695.00 ,94103
20883922,37.73045,-122.39512,Guest suite,Entire home/apt,1,1,4,$90.00 ,94124
20885900,37.788,-122.4182,Apartment,Private room,1,1,1,$147.00 ,94109
20888699,37.79645,-122.41092,Condominium,Private room,1,1,2,$69.00 ,94108
20899777,37.78173,-122.40384,Townhouse,Private room,1,1,30,$73.00 ,94103
20903277,37.79817,-122.4186,Apartment,Private room,2,1,1,$240.00 ,94109
20905918,37.76039,-122.41203,Townhouse,Private room,1.5,1,3,$250.00 ,94110
20906522,37.7832,-122.4619,House,Private room,2,1,1,$80.00 ,94118
20931156,37.76462,-122.46949,House,Private room,1,1,30,$65.00 ,94122
20933318,37.79771,-122.41837,Guest suite,Entire home/apt,1,0,3,$195.00 ,94109
20936216,37.78991,-122.41072,Apartment,Private room,1,1,1,$99.00 ,94108
20957462,37.7957,-122.41938,Other,Private room,1,0,30,$78.00 ,94109
20957480,37.71641,-122.44537,House,Private room,1,1,2,$45.00 ,94112
20960130,37.73284,-122.39463,House,Entire home/apt,2,4,3,$350.00 ,94124
20967325,37.77583,-122.46837,House,Entire home/apt,1,2,2,$295.00 ,94118
20979534,37.77318,-122.44148,Condominium,Private room,1,1,3,$110.00 ,94117
20981346,37.73981,-122.43013,Guest suite,Entire home/apt,1,0,3,$125.00 ,94131
20983732,37.72959,-122.41906,Guest suite,Entire home/apt,1,2,3,$175.00 ,94134
20990167,37.80109,-122.43615,Apartment,Entire home/apt,1,0,30,$195.00 ,94123
20994570,37.76441,-122.50011,Apartment,Entire home/apt,1,1,2,$138.00 ,94122
21000319,37.761,-122.40972,House,Entire home/apt,1.5,2,3,$500.00 ,94110
21005685,37.71891,-122.40284,House,Private room,1,1,2,$125.00 ,94134
21010862,37.77582,-122.40771,Condominium,Private room,1,1,2,$149.00 ,94103
21011508,37.75815,-122.50207,Guest suite,Entire home/apt,1,0,2,$216.00 ,94122
21011550,37.78781,-122.44976,Apartment,Entire home/apt,1,1,30,$131.00 ,94115
21022837,37.77889,-122.44863,Condominium,Entire home/apt,2,3,30,$310.00 ,94118
21022946,37.72792,-122.38404,Apartment,Private room,1,1,30,$160.00 ,94124
21024486,37.7869,-122.44103,Apartment,Private room,1,1,30,$70.00 ,94115
21026079,37.76858,-122.4511,Hostel,Hotel room,5,1,1,$100.00 ,94117
21026891,37.76999,-122.44938,Hostel,Hotel room,4,1,1,$50.00 ,94117
21026964,37.76873,-122.4509,Hostel,Hotel room,2,1,1,$50.00 ,94117
21028058,37.7571,-122.42629,House,Entire home/apt,2,3,30,$450.00 ,94110
21028247,37.72736,-122.46256,House,Entire home/apt,1,2,3,$179.00 ,94127
21028485,37.72608,-122.41882,House,Private room,1,1,30,$48.00 ,94134
21045694,37.71446,-122.44223,Guest suite,Entire home/apt,1,0,1,$71.00 ,94112
21047729,37.74826,-122.42475,Apartment,Entire home/apt,1,2,2,$204.00 ,94110
21054696,37.76182,-122.43575,House,Entire home/apt,2,3,2,$799.00 ,94114
21057777,37.73786,-122.41661,House,Private room,1,1,3,$75.00 ,94110
21057963,37.75892,-122.42961,Apartment,Entire home/apt,1,2,30,$355.00 ,94114
21058406,37.78597,-122.44549,Guest suite,Entire home/apt,1,1,5,$132.00 ,94115
21066691,37.75896,-122.48327,Apartment,Entire home/apt,1,1,30,$110.00 ,94122
21068061,37.71988,-122.39985,House,Entire home/apt,1,2,1,$160.00 ,94134
21070256,37.73247,-122.46879,House,Private room,1,1,2,$159.00 ,94127
21075660,37.73868,-122.41732,House,Entire home/apt,2,3,2,$250.00 ,94110
21079302,37.77145,-122.43239,Condominium,Entire home/apt,2,3,3,$350.00 ,94117
21079469,37.76452,-122.43988,Apartment,Entire home/apt,1,1,30,$120.00 ,94114
21082676,37.76385,-122.42862,Townhouse,Private room,1,1,1,$119.00 ,94114
21099478,37.74186,-122.42666,Condominium,Entire home/apt,1,2,2,$198.00 ,94110
21110366,37.7643,-122.41699,Apartment,Entire home/apt,1,0,30,$88.00 ,94110
21111066,37.78341,-122.42615,Condominium,Private room,1,1,21,$89.00 ,94102
21111630,37.7919,-122.40826,House,Private room,1,1,1,$125.00 ,94108
21112601,37.7696,-122.45137,Apartment,Private room,1,1,2,$199.00 ,94117
21113012,37.76041,-122.39513,House,Private room,1.5,2,2,$345.00 ,94158
21113266,37.72676,-122.43893,House,Private room,1,1,1,$155.00 ,94112
21120542,37.72912,-122.45013,House,Entire home/apt,1,2,2,$600.00 ,94127
21122475,37.7887,-122.41379,Apartment,Private room,1,1,1,$199.00 ,94108
21122731,37.72988,-122.44969,House,Private room,1,1,2,$110.00 ,94127
21123508,37.78821,-122.41523,Apartment,Private room,1,1,1,$199.00 ,94109
21125429,37.78537,-122.46472,Apartment,Entire home/apt,1,0,3,$175.00 ,94118
21126147,37.76214,-122.43018,Condominium,Private room,1.5,1,1,$100.00 ,94114
21128620,37.78097,-122.40305,Apartment,Private room,1,1,30,$125.00 ,94103
21136811,37.77717,-122.46757,House,Private room,1,1,2,$149.00 ,94118
21136997,37.74217,-122.4291,Apartment,Private room,1,1,2,$100.00 ,94110
