id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price,zip
10632584,37.7417,-122.41181,House,Entire home/apt,1,3,2,$270.00 ,94110
10634387,37.71859,-122.40426,Guest suite,Entire home/apt,2,3,3,$990.00 ,94134
10638522,37.75319,-122.41606,Apartment,Entire home/apt,1.5,1,4,$153.00 ,94110
10648093,37.762,-122.39278,House,Entire home/apt,1,3,3,$500.00 ,94158
10651193,37.78647,-122.42258,Condominium,Entire home/apt,1,1,30,$150.00 ,94109
10660892,37.72729,-122.44225,Guest suite,Entire home/apt,1,1,3,$170.00 ,94112
10661953,37.74287,-122.42206,Condominium,Private room,1,1,4,$75.00 ,94110
10676501,37.77761,-122.46018,House,Private room,1,1,5,$90.00 ,94118
10681956,37.76261,-122.49146,House,Entire home/apt,2,2,3,$300.00 ,94122
10684058,37.79926,-122.42054,Condominium,Entire home/apt,2,3,3,$587.00 ,94109
10698325,37.73994,-122.41502,Guest suite,Entire home/apt,1,1,30,$110.00 ,94110
10706423,37.79137,-122.40606,Apartment,Entire home/apt,1,0,1,$80.00 ,94108
10729994,37.75353,-122.41015,Apartment,Entire home/apt,1,2,30,$175.00 ,94110
10747219,37.79782,-122.41521,Apartment,Entire home/apt,1,1,2,$198.00 ,94108
10749747,37.72778,-122.44241,House,Private room,1,1,2,$100.00 ,94112
10752189,37.76003,-122.44952,Apartment,Entire home/apt,1,1,30,$95.00 ,94114
10752203,37.76311,-122.40597,House,Entire home/apt,1,2,3,$525.00 ,94158
10764310,37.7806,-122.435,House,Entire home/apt,2.5,4,21,$500.00 ,94115
10765781,37.79313,-122.40482,House,Shared room,2.5,1,30,$30.00 ,94104
10767017,37.76236,-122.42385,Apartment,Entire home/apt,2,4,2,$900.00 ,94110
10767861,37.77431,-122.42169,Apartment,Private room,1,1,1,$115.00 ,94102
10769424,37.77361,-122.50037,Guest suite,Entire home/apt,1,1,2,$70.00 ,94122
10784554,37.77384,-122.42919,Condominium,Entire home/apt,1,2,7,$265.00 ,94117
10787034,37.73555,-122.42724,House,Private room,1.5,1,3,$79.00 ,94110
10787814,37.77751,-122.4365,Apartment,Entire home/apt,1,1,30,$155.00 ,94117
10788469,37.72629,-122.40463,House,Entire home/apt,2,3,2,$320.00 ,94134
10789339,37.79687,-122.41381,Apartment,Entire home/apt,1,1,30,$300.00 ,94108
10792245,37.79404,-122.43177,Serviced apartment,Entire home/apt,1,1,3,$245.00 ,94115
10805884,37.79136,-122.4061,Boutique hotel,Private room,2,1,2,$300.00 ,94108
10806778,37.78398,-122.46221,Apartment,Entire home/apt,1.5,2,30,$131.00 ,94118
10810544,37.78506,-122.46393,Apartment,Entire home/apt,1,1,30,$129.00 ,94118
10812630,37.77794,-122.47993,House,Entire home/apt,1,3,30,$198.00 ,94118
10813277,37.77225,-122.43386,Condominium,Private room,1,1,2,$119.00 ,94117
10814122,37.7555,-122.43886,House,Private room,1,1,2,$155.00 ,94114
10823468,37.80465,-122.42262,Condominium,Entire home/apt,2,2,1,"$1,149.00 ",94111
10828944,37.77219,-122.42565,Townhouse,Entire home/apt,1,3,4,$300.00 ,94102
10829828,37.78291,-122.45949,House,Entire home/apt,4.5,5,3,$900.00 ,94118
10832099,37.76051,-122.42349,Apartment,Entire home/apt,1,2,2,$850.00 ,94110
10832295,37.77281,-122.45204,Condominium,Entire home/apt,1,2,5,$450.00 ,94118
10835637,37.77231,-122.42411,Townhouse,Private room,1,2,2,$105.00 ,94102
10835661,37.77003,-122.42355,Apartment,Entire home/apt,2,2,30,$270.00 ,94102
10840593,37.7399,-122.41746,Apartment,Entire home/apt,1,2,2,$185.00 ,94110
10858096,37.7765,-122.40398,Apartment,Entire home/apt,2,2,30,$269.00 ,94103
10859050,37.75548,-122.49992,House,Private room,1,1,1,$70.00 ,94122
10862977,37.79543,-122.43711,Apartment,Entire home/apt,2,2,30,$240.00 ,94123
10863850,37.77046,-122.45271,Condominium,Entire home/apt,2,2,4,$200.00 ,94117
10864914,37.74704,-122.42582,Apartment,Entire home/apt,1,1,30,$165.00 ,94110
10864966,37.75019,-122.41517,Apartment,Entire home/apt,1,2,90,$180.00 ,94110
10876562,37.75875,-122.43514,Apartment,Entire home/apt,1,1,30,$199.00 ,94114
10883329,37.78252,-122.4215,Hostel,Shared room,2,1,5,$99.00 ,94102
10886231,37.7174,-122.46943,House,Private room,1,1,1,$95.00 ,94132
10889831,37.75378,-122.43845,House,Private room,1,1,2,$125.00 ,94131
10891431,37.76082,-122.41393,Apartment,Entire home/apt,1,1,31,$110.00 ,94110
10897864,37.79822,-122.44095,Condominium,Entire home/apt,1,0,30,$195.00 ,94123
10905721,37.78267,-122.46974,Guest suite,Entire home/apt,1,1,2,$149.00 ,94118
10925833,37.75196,-122.44851,House,Entire home/apt,1,2,3,$300.00 ,94131
10926639,37.77363,-122.44657,Condominium,Private room,1,1,2,$109.00 ,94117
10929061,37.77771,-122.47169,House,Private room,1,1,3,$115.00 ,94118
10930490,37.72001,-122.39249,House,Entire home/apt,1,1,2,$85.00 ,94134
10943827,37.73885,-122.43594,Guest suite,Entire home/apt,1,1,2,$160.00 ,94131
10956845,37.7998,-122.42506,Apartment,Private room,1,1,31,$54.00 ,94109
10963158,37.79154,-122.40648,Boutique hotel,Private room,1,1,2,$250.00 ,94108
10963865,37.79152,-122.40674,Boutique hotel,Private room,1,1,1,$300.00 ,94108
10965525,37.72946,-122.46545,Guest suite,Entire home/apt,1,1,1,$295.00 ,94127
10968239,37.74114,-122.49292,House,Private room,1,1,2,$89.00 ,94116
10971773,37.71869,-122.44658,House,Entire home/apt,1,2,2,$160.00 ,94112
10974118,37.71348,-122.48359,Townhouse,Private room,1,1,30,$100.00 ,94132
10981310,37.75581,-122.43306,House,Private room,1,1,3,$150.00 ,94114
10985925,37.80319,-122.40742,Apartment,Entire home/apt,1,2,30,$100.00 ,94111
10989099,37.76295,-122.45447,House,Entire home/apt,1,1,30,$120.00 ,94114
10990428,37.74715,-122.40745,House,Private room,1,1,3,$95.00 ,94110
10992778,37.79995,-122.42271,Apartment,Entire home/apt,2,2,30,$399.00 ,94109
10998250,37.80535,-122.42158,Condominium,Private room,1,1,30,$70.00 ,94111
10998662,37.78034,-122.39754,Condominium,Entire home/apt,1,1,30,$176.00 ,94105
10998901,37.73063,-122.4473,Apartment,Entire home/apt,1,1,31,$120.00 ,94127
11013337,37.74833,-122.48231,House,Entire home/apt,1.5,2,30,$150.00 ,94116
11023703,37.73428,-122.44951,Guest suite,Entire home/apt,1,1,3,$120.00 ,94127
11037546,37.71742,-122.46542,Apartment,Entire home/apt,1,2,30,$135.00 ,94132
11043803,37.79146,-122.40638,Boutique hotel,Private room,1,1,2,$250.00 ,94108
11048190,37.75161,-122.42143,Apartment,Entire home/apt,1,1,31,$165.00 ,94110
11048759,37.75503,-122.40184,Guest suite,Entire home/apt,1,0,31,$155.00 ,94110
11075529,37.72458,-122.43151,House,Private room,1.5,1,13,$45.00 ,94112
11100497,37.73427,-122.43625,House,Entire home/apt,1,1,3,$300.00 ,94112
11100926,37.73658,-122.42035,Guest suite,Entire home/apt,1,1,3,$100.00 ,94110
11104122,37.75735,-122.4311,House,Entire home/apt,1,2,3,$434.00 ,94114
11115880,37.75472,-122.41034,Apartment,Entire home/apt,1,2,3,$350.00 ,94110
11122531,37.74418,-122.43233,Guest suite,Entire home/apt,1,1,1,$146.00 ,94131
11163298,37.71968,-122.44973,House,Entire home/apt,1.5,4,30,$220.00 ,94112
11163409,37.7883,-122.45788,House,Entire home/apt,4.5,5,5,"$1,040.00 ",94118
11169030,37.73459,-122.41968,House,Private room,1,1,2,$130.00 ,94110
11181016,37.74316,-122.41914,House,Entire home/apt,3,3,3,$325.00 ,94110
11183089,37.78946,-122.413,Guest suite,Entire home/apt,1,1,2,$252.00 ,94108
11185685,37.75351,-122.40733,Apartment,Entire home/apt,1,2,30,$121.00 ,94110
11190379,37.80228,-122.40691,House,Entire home/apt,2,3,3,$700.00 ,94111
11191951,37.76385,-122.44306,Guest suite,Entire home/apt,1,1,2,$165.00 ,94114
11205132,37.78796,-122.39299,Apartment,Entire home/apt,1,1,30,$225.00 ,94105
11206217,37.7722,-122.39164,Apartment,Entire home/apt,1,1,30,$205.00 ,94158
11207794,37.79069,-122.3932,Apartment,Entire home/apt,1,1,30,$215.00 ,94105
11225011,37.75247,-122.41173,House,Private room,1,1,3,$135.00 ,94110
11228828,37.79435,-122.43624,Condominium,Entire home/apt,2,2,30,$650.00 ,94115
11238527,37.71793,-122.43393,House,Entire home/apt,3,5,2,$250.00 ,94112
11241173,37.75319,-122.40195,Townhouse,Private room,1,1,2,$88.00 ,94110
11241509,37.79024,-122.41938,Apartment,Private room,1,1,30,$120.00 ,94109
11241783,37.79102,-122.41923,Apartment,Private room,1,1,30,$90.00 ,94109
11242027,37.79206,-122.42135,Apartment,Private room,1,1,30,$120.00 ,94109
11242044,37.79227,-122.42059,Apartment,Private room,1,1,30,$120.00 ,94109
11242172,37.79598,-122.40448,Guest suite,Entire home/apt,1,2,30,$108.00 ,94104
11259062,37.75239,-122.42648,Guesthouse,Entire home/apt,1,0,30,$159.00 ,94110
11277106,37.78547,-122.46457,Apartment,Entire home/apt,1,2,30,$139.00 ,94118
11284679,37.72979,-122.37094,Apartment,Entire home/apt,1,1,180,$250.00 ,94124
11297447,37.79849,-122.40407,Bed and breakfast,Shared room,10,1,1,$69.00 ,94104
11301106,37.79541,-122.43665,Apartment,Entire home/apt,1,1,30,$132.00 ,94123
11305302,37.76549,-122.45321,Apartment,Private room,4,1,32,$69.00 ,94117
11315222,37.80384,-122.40892,Condominium,Entire home/apt,2,2,30,$250.00 ,94111
11338538,37.78269,-122.42847,Townhouse,Entire home/apt,2,3,30,$295.00 ,94102
11343122,37.78784,-122.45171,Apartment,Entire home/apt,1,1,30,$124.00 ,94115
11345707,37.73563,-122.4377,Bungalow,Entire home/apt,1,0,3,$125.00 ,94131
11352921,37.761,-122.4218,Condominium,Entire home/apt,1,1,4,$245.00 ,94110
11377740,37.78552,-122.44538,Other,Entire home/apt,1.5,1,31,$135.00 ,94115
11378998,37.80066,-122.44032,Apartment,Entire home/apt,1,1,31,$650.00 ,94123
11418638,37.73567,-122.423,Guest suite,Entire home/apt,1,1,2,$159.00 ,94110
11421711,37.75948,-122.39655,Apartment,Private room,1,1,5,$125.00 ,94158
11434490,37.74058,-122.41581,House,Entire home/apt,1,2,30,$141.00 ,94110
11435584,37.79095,-122.43436,House,Entire home/apt,2.5,3,3,"$1,350.00 ",94115
11437138,37.77733,-122.41078,House,Private room,1,1,1,$100.00 ,94103
11437331,37.77622,-122.41113,House,Private room,1,1,1,$95.00 ,94103
11437442,37.77716,-122.40931,House,Private room,1.5,1,1,$90.00 ,94103
11437509,37.77737,-122.41072,House,Private room,1.5,1,1,$80.00 ,94103
11439120,37.79209,-122.40611,Apartment,Entire home/apt,1,2,30,$149.00 ,94108
11439405,37.79202,-122.40585,Apartment,Entire home/apt,1,2,30,$149.00 ,94108
11439599,37.79204,-122.40618,Apartment,Entire home/apt,1,1,30,$126.00 ,94108
11442093,37.78199,-122.4217,Boutique hotel,Private room,14,14,7,$69.00 ,94102
11442567,37.76515,-122.40584,House,Entire home/apt,1,1,3,$114.00 ,94158
11446614,37.7629,-122.41873,Apartment,Entire home/apt,1,1,30,$99.00 ,94110
11456250,37.74494,-122.43084,Apartment,Entire home/apt,1,1,30,$116.00 ,94131
11461771,37.78208,-122.42177,Hotel,Private room,1,1,7,$69.00 ,94102
11464408,37.72602,-122.44089,Apartment,Entire home/apt,1,1,3,$126.00 ,94112
11474754,37.77928,-122.4528,Condominium,Entire home/apt,2,2,3,$400.00 ,94118
11493791,37.75726,-122.40933,Apartment,Entire home/apt,2,2,30,$118.00 ,94110
11513111,37.75122,-122.47071,House,Private room,1,1,1,$140.00 ,94122
11531128,37.77558,-122.45519,House,Entire home/apt,1,2,2,$289.00 ,94118
11531859,37.74143,-122.49269,House,Private room,1,1,3,$79.00 ,94116
11532945,37.74459,-122.42752,Guest suite,Entire home/apt,1,2,3,$185.00 ,94110
11549175,37.77938,-122.4995,House,Entire home/apt,2,3,1,$600.00 ,94122
11556239,37.78002,-122.50385,House,Private room,1,1,3,$75.00 ,94122
11591266,37.79014,-122.41685,Apartment,Entire home/apt,1,1,30,$148.00 ,94109
11592372,37.76182,-122.50462,Tiny house,Entire home/apt,1,2,4,$230.00 ,94122
11605954,37.72887,-122.46213,House,Entire home/apt,1.5,3,2,$425.00 ,94127
11606260,37.75463,-122.42465,Apartment,Entire home/apt,1,1,30,$116.00 ,94110
11610521,37.74054,-122.41867,House,Entire home/apt,1,1,60,$119.00 ,94110
11610642,37.76004,-122.44558,House,Entire home/apt,2.5,2,7,$260.00 ,94114
11620002,37.72547,-122.43211,Apartment,Entire home/apt,1,1,7,$105.00 ,94112
11636621,37.78609,-122.42885,Condominium,Entire home/apt,1,2,30,$220.00 ,94109
11659435,37.76159,-122.40461,Apartment,Entire home/apt,1,2,3,$249.00 ,94158
11674092,37.77419,-122.42944,Condominium,Entire home/apt,2,1,3,$280.00 ,94117
11674758,37.76564,-122.41746,Apartment,Private room,2,1,3,$135.00 ,94102
11701569,37.75995,-122.43539,Apartment,Entire home/apt,1,1,30,$150.00 ,94114
11713614,37.75465,-122.4002,Guesthouse,Entire home/apt,1,2,5,$215.00 ,94110
11715246,37.73315,-122.44436,House,Private room,1,1,30,$90.00 ,94127
11719688,37.7758,-122.49772,Guest suite,Entire home/apt,1,1,2,$299.00 ,94122
11752686,37.75728,-122.42097,Apartment,Entire home/apt,1,0,5,$148.00 ,94110
11760120,37.77438,-122.42413,House,Entire home/apt,2.5,4,3,"$1,600.00 ",94102
11761292,37.79734,-122.41571,Apartment,Entire home/apt,1,3,90,$170.00 ,94109
11775546,37.7893,-122.41304,Guest suite,Entire home/apt,1,1,2,$252.00 ,94108
11795676,37.79011,-122.41658,Apartment,Entire home/apt,1,1,30,$115.00 ,94109
11798814,37.80006,-122.44616,Condominium,Entire home/apt,1,2,30,$199.00 ,94123
11834467,37.80086,-122.41394,Apartment,Private room,1.5,1,30,$82.00 ,94111
11842522,37.77418,-122.43196,Apartment,Entire home/apt,1,1,2,$159.00 ,94117
11845171,37.77475,-122.39407,Condominium,Entire home/apt,2,1,90,$170.00 ,94158
11845487,37.73907,-122.47727,Apartment,Entire home/apt,1,1,3,$140.00 ,94116
11851112,37.77877,-122.47201,Condominium,Entire home/apt,1.5,3,30,$175.00 ,94118
11868448,37.7823,-122.44046,Apartment,Private room,1,1,1,$239.00 ,94115
11886255,37.78394,-122.40991,Apartment,Entire home/apt,1,0,30,$79.00 ,94103
11888682,37.74625,-122.42361,Condominium,Private room,1,1,2,$195.00 ,94110
11910999,37.76359,-122.48245,House,Private room,1,1,2,$55.00 ,94122
11911651,37.75923,-122.39717,House,Entire home/apt,2,4,2,$600.00 ,94158
11912034,37.76294,-122.46931,House,Private room,1,1,30,$120.00 ,94122
11923264,37.74819,-122.40914,Apartment,Entire home/apt,1,1,2,$150.00 ,94110
11924237,37.73103,-122.44218,Tiny house,Entire home/apt,1,1,3,$160.00 ,94112
11939561,37.75177,-122.41543,Apartment,Entire home/apt,1,0,3,$165.00 ,94110
11942275,37.73615,-122.45143,House,Entire home/apt,2,3,4,$275.00 ,94127
11947349,37.76364,-122.43474,House,Private room,1,1,3,$140.00 ,94114
11948102,37.77384,-122.4711,Condominium,Entire home/apt,2,3,7,$360.00 ,94118
11949198,37.76406,-122.43392,House,Private room,1,1,3,$160.00 ,94114
11998353,37.77779,-122.43207,Condominium,Private room,1,1,2,$100.00 ,94102
12004930,37.79216,-122.4065,Apartment,Entire home/apt,1,1,30,$123.00 ,94108
12008385,37.72468,-122.47131,House,Private room,1,1,2,$129.00 ,94132
12025717,37.75857,-122.48878,Apartment,Entire home/apt,1,1,1,$139.00 ,94122
12026845,37.74495,-122.42992,House,Private room,1,1,1,$99.00 ,94110
12026856,37.74539,-122.43046,House,Private room,1,1,1,$105.00 ,94131
12037978,37.74377,-122.41828,Apartment,Entire home/apt,1,2,3,$208.00 ,94110
12041223,37.73691,-122.41083,Guest suite,Private room,1,1,2,$75.00 ,94110
12041358,37.75356,-122.44223,House,Private room,1,1,30,$101.00 ,94131
12057024,37.76253,-122.44885,Apartment,Entire home/apt,1.5,3,30,$195.00 ,94114
12088624,37.77674,-122.40911,Condominium,Entire home/apt,1.5,2,30,$199.00 ,94103
12089415,37.77665,-122.44127,Apartment,Entire home/apt,1,1,30,$136.00 ,94117
12110830,37.72052,-122.39151,House,Entire home/apt,1,1,1,$108.00 ,94124
12111841,37.7874,-122.40845,Apartment,Private room,1,1,1,$110.00 ,94108
12111957,37.78726,-122.40955,Apartment,Private room,1,1,1,$110.00 ,94108
12115392,37.75675,-122.42467,Apartment,Private room,1,1,1,$104.00 ,94110
12126766,37.79795,-122.41091,Apartment,Entire home/apt,1,0,30,$135.00 ,94108
12137566,37.77211,-122.43204,Condominium,Entire home/apt,2,3,30,$350.00 ,94117
12151600,37.72722,-122.41951,House,Entire home/apt,1,2,1,$183.00 ,94134
12154878,37.79515,-122.41909,Bungalow,Entire home/apt,1,0,30,$130.00 ,94109
12154955,37.75746,-122.48286,House,Private room,1,1,30,$45.00 ,94122
12155285,37.74662,-122.41503,Apartment,Entire home/apt,1,2,3,$225.00 ,94110
12156553,37.75136,-122.42937,Apartment,Entire home/apt,1,1,30,$100.00 ,94110
12169644,37.78754,-122.38824,Loft,Entire home/apt,1,1,30,$220.00 ,94105
12172311,37.73739,-122.50635,Guest suite,Entire home/apt,1,1,1,$160.00 ,94116
12175415,37.78402,-122.46189,Guest suite,Entire home/apt,1,1,4,$225.00 ,94118
12176844,37.79878,-122.40356,House,Entire home/apt,2.5,3,180,$550.00 ,94104
12207073,37.78859,-122.39118,Apartment,Private room,1,1,30,$169.00 ,94105
12212013,37.77618,-122.43217,Guest suite,Entire home/apt,1,0,1,$165.00 ,94117
12212126,37.79863,-122.40611,Apartment,Private room,2,1,30,$65.00 ,94108
12228334,37.7602,-122.47605,House,Entire home/apt,1.5,3,3,$330.00 ,94122
12266059,37.79812,-122.40741,Apartment,Entire home/apt,1,2,30,$109.00 ,94108
12270048,37.75266,-122.45293,House,Private room,1,1,2,$90.00 ,94131
12270642,37.79925,-122.4046,Bed and breakfast,Shared room,10,1,1,$69.00 ,94104
12288524,37.71174,-122.39891,Guest suite,Entire home/apt,2,2,2,$250.00 ,94134
12291658,37.7583,-122.43225,Apartment,Entire home/apt,1,1,30,$182.00 ,94114
12295920,37.758,-122.42991,Condominium,Private room,1.5,1,2,$95.00 ,94114
12310120,37.72701,-122.44153,House,Private room,1,1,30,$97.00 ,94112
12328003,37.77526,-122.48875,Guest suite,Entire home/apt,1,1,1,$79.00 ,94122
12346372,37.77589,-122.43274,House,Entire home/apt,1,2,30,$179.00 ,94117
12361066,37.78538,-122.38997,Apartment,Entire home/apt,2,2,365,$202.00 ,94105
12361563,37.76182,-122.43779,Condominium,Private room,1,1,2,$125.00 ,94114
12362408,37.78963,-122.41351,Apartment,Entire home/apt,1,2,2,$240.00 ,94108
12368621,37.79025,-122.44439,Guest suite,Entire home/apt,1,1,2,$275.00 ,94115
12382688,37.74609,-122.41131,Apartment,Entire home/apt,1,0,30,$115.00 ,94110
12382918,37.78755,-122.40962,Apartment,Private room,1,1,1,$209.00 ,94108
12410151,37.79855,-122.40753,Apartment,Entire home/apt,2,1,30,$225.00 ,94108
12425557,37.77704,-122.47236,Condominium,Private room,1.5,1,30,$85.00 ,94118
12425911,37.77925,-122.47267,Condominium,Private room,1.5,1,30,$85.00 ,94118
12429503,37.79683,-122.42576,Guesthouse,Entire home/apt,1,1,30,$500.00 ,94109
12432020,37.7645,-122.41711,Apartment,Entire home/apt,1,0,30,$69.00 ,94110
12437037,37.77486,-122.46235,Apartment,Entire home/apt,1,1,1,$119.00 ,94118
12463547,37.79579,-122.41114,Apartment,Private room,1,1,1,$150.00 ,94108
12463556,37.79439,-122.41105,Apartment,Private room,1,1,1,$150.00 ,94108
12467839,37.79195,-122.4214,Apartment,Private room,1,1,30,$60.00 ,94109
12510982,37.78626,-122.40802,Apartment,Entire home/apt,1,0,1,$110.00 ,94108
12511163,37.73486,-122.49566,House,Private room,1,1,1,$50.00 ,94116
12511225,37.78745,-122.40926,Apartment,Entire home/apt,1,0,1,$110.00 ,94108
12515810,37.75582,-122.40162,Apartment,Private room,1,0,30,$81.00 ,94110
12562572,37.73368,-122.44614,Guest suite,Entire home/apt,1,1,2,$115.00 ,94127
12582732,37.76067,-122.42122,Condominium,Private room,1,1,3,$160.00 ,94110
12588515,37.76397,-122.42787,Apartment,Entire home/apt,1,1,3,$100.00 ,94114
12590446,37.74563,-122.47156,Guest suite,Entire home/apt,1,1,2,$120.00 ,94116
12607119,37.8039,-122.43974,House,Entire home/apt,4,7,2,"$1,395.00 ",94123
12614397,37.79895,-122.44363,Apartment,Entire home/apt,1.5,2,2,$450.00 ,94123
12657038,37.75963,-122.46545,House,Entire home/apt,3,3,2,$299.00 ,94122
12677241,37.75776,-122.41697,Apartment,Entire home/apt,2,3,30,$336.00 ,94110
12679234,37.73935,-122.49681,Guest suite,Entire home/apt,1,1,2,$179.00 ,94116
12725886,37.76426,-122.46393,House,Private room,1,1,2,$105.00 ,94122
12741695,37.76069,-122.50283,House,Private room,1,1,1,$155.00 ,94122
12750864,37.80437,-122.40589,Condominium,Entire home/apt,1,0,60,$500.00 ,94111
12753688,37.77195,-122.51163,Condominium,Entire home/apt,2,2,30,$190.00 ,94122
12779748,37.78552,-122.40909,Apartment,Entire home/apt,1,1,1,$110.00 ,94108
12780009,37.78736,-122.40923,Apartment,Entire home/apt,1,1,1,$110.00 ,94108
12794288,37.77489,-122.46817,Apartment,Entire home/apt,1,1,30,$75.00 ,94118
12797906,37.7589,-122.46598,Apartment,Entire home/apt,2,2,2,$140.00 ,94122
12814571,37.76994,-122.45038,Apartment,Entire home/apt,1,2,5,$290.00 ,94117
12815012,37.74679,-122.40495,House,Entire home/apt,2.5,4,3,$600.00 ,94110
12831488,37.78059,-122.44827,House,Entire home/apt,2,3,3,$450.00 ,94118
12832173,37.77559,-122.49582,House,Entire home/apt,2.5,3,5,$350.00 ,94122
12833570,37.79398,-122.4052,House,Shared room,2.5,1,30,$30.00 ,94104
12835527,37.73577,-122.41672,Guesthouse,Entire home/apt,1,1,2,$100.00 ,94110
12852960,37.78981,-122.41189,Resort,Private room,1,1,3,$450.00 ,94108
12853235,37.77926,-122.44907,House,Entire home/apt,1.5,2,2,$300.00 ,94118
12853799,37.79348,-122.40335,Hostel,Shared room,0,1,1,$45.00 ,94104
12855454,37.74617,-122.4248,Condominium,Entire home/apt,2.5,3,3,$725.00 ,94110
12857011,37.79325,-122.40326,Hostel,Shared room,0,1,1,$45.00 ,94104
12857087,37.79454,-122.40315,Hostel,Shared room,0,1,1,$45.00 ,94104
12857179,37.79471,-122.40329,Hostel,Shared room,0,1,1,$45.00 ,94104
12857222,37.79304,-122.40324,Hostel,Shared room,0,1,1,$45.00 ,94104
12866962,37.75459,-122.42419,Apartment,Entire home/apt,1,0,30,$96.00 ,94110
12870849,37.73119,-122.38945,Apartment,Private room,1,1,2,$70.00 ,94124
12905538,37.74885,-122.48752,House,Entire home/apt,1,3,2,$150.00 ,94116
12910183,37.80634,-122.42056,Apartment,Entire home/apt,1,1,30,$140.00 ,94111
12913802,37.79055,-122.41464,Apartment,Entire home/apt,1,1,30,$148.00 ,94109
12922728,37.73919,-122.41797,Apartment,Entire home/apt,1,1,30,$88.00 ,94110
12930338,37.75371,-122.48778,House,Private room,1,1,2,$99.00 ,94122
12953897,37.79543,-122.42359,Apartment,Entire home/apt,2,3,5,$490.00 ,94109
12954602,37.74971,-122.41623,House,Private room,1.5,1,2,$150.00 ,94110
12956379,37.74113,-122.47925,House,Entire home/apt,2,3,30,$300.00 ,94116
12956380,37.78122,-122.42035,Apartment,Entire home/apt,1,0,30,$150.00 ,94102
12964066,37.75011,-122.4168,House,Private room,1.5,1,2,$190.00 ,94110
12981814,37.778,-122.42164,Boutique hotel,Private room,1,0,1,$140.00 ,94102
12987777,37.80508,-122.40775,Apartment,Entire home/apt,1,1,30,$175.00 ,94111
12999869,37.7624,-122.40502,House,Private room,1,1,2,$74.00 ,94158
13016330,37.79634,-122.41598,Apartment,Entire home/apt,1,1,30,$73.00 ,94109
13017050,37.72398,-122.44106,House,Entire home/apt,2,3,30,$175.00 ,94112
13021294,37.79246,-122.412,Condominium,Entire home/apt,1,2,58,$138.00 ,94108
13021568,37.72599,-122.40599,House,Private room,1,1,1,$115.00 ,94134
13022232,37.72475,-122.4057,House,Private room,0,1,1,$68.00 ,94134
13022499,37.72498,-122.40501,House,Private room,0,1,1,$65.00 ,94134
13046853,37.76206,-122.43576,Apartment,Entire home/apt,1,1,1,$187.00 ,94114
13061396,37.77517,-122.39303,Condominium,Entire home/apt,3,3,30,$600.00 ,94158
13066842,37.79809,-122.41479,Townhouse,Entire home/apt,3,3,2,$549.00 ,94108
13082310,37.75195,-122.4221,Apartment,Entire home/apt,1,1,30,$111.00 ,94110
13083682,37.75315,-122.40715,Townhouse,Private room,1,1,2,$100.00 ,94110
13084734,37.77849,-122.49881,Apartment,Entire home/apt,1,0,1,$125.00 ,94122
13095952,37.79602,-122.41003,Apartment,Entire home/apt,1,1,30,$219.00 ,94108
13096400,37.78752,-122.40937,Condominium,Entire home/apt,1,0,1,$249.00 ,94108
13100047,37.78694,-122.40964,Condominium,Entire home/apt,1,0,1,$269.00 ,94108
13112761,37.76426,-122.42983,Condominium,Private room,1,1,30,$145.00 ,94114
13120626,37.75651,-122.40897,Apartment,Entire home/apt,1,3,30,$190.00 ,94110
13127954,37.76185,-122.40543,House,Private room,1,1,1,$69.00 ,94158
13128357,37.7621,-122.4035,House,Private room,1.5,1,1,$58.00 ,94158
13148133,37.7379,-122.41649,House,Entire home/apt,1,2,2,$220.00 ,94110
13149975,37.77696,-122.45514,Condominium,Entire home/apt,1,1,30,$150.00 ,94118
13153289,37.75642,-122.43945,Condominium,Entire home/apt,2,2,3,$275.00 ,94114
13155451,37.73592,-122.50633,House,Entire home/apt,1,1,3,$150.00 ,94116
13157125,37.73982,-122.41775,House,Private room,1,1,2,$179.00 ,94110
13169268,37.78718,-122.4094,Apartment,Entire home/apt,1,1,1,$110.00 ,94108
13171740,37.79036,-122.45006,House,Entire home/apt,2.5,3,5,$995.00 ,94115
13175533,37.7539,-122.50101,Guest suite,Entire home/apt,1,1,2,$160.00 ,94122
13186688,37.77964,-122.477,House,Entire home/apt,2,3,4,$400.00 ,94118
13201652,37.75146,-122.43738,Apartment,Entire home/apt,2.5,4,30,$475.00 ,94131
13204198,37.75395,-122.42437,Apartment,Entire home/apt,1,1,30,$115.00 ,94110
13219968,37.74143,-122.42598,House,Entire home/apt,3,4,3,$750.00 ,94110
13220623,37.76192,-122.49741,Guest suite,Entire home/apt,1,2,2,$175.00 ,94122
13224465,37.80602,-122.42084,Condominium,Entire home/apt,1,1,7,$280.00 ,94111
13225056,37.78724,-122.41539,Apartment,Private room,1,1,30,$46.00 ,94109
13234007,37.78767,-122.41424,Apartment,Private room,1,1,30,$49.00 ,94109
13239272,37.77643,-122.47753,Apartment,Entire home/apt,1.5,3,3,$400.00 ,94118
13239943,37.79757,-122.42565,Hotel,Private room,1,1,1,$131.00 ,94109
13263750,37.79696,-122.42452,Hotel,Private room,1,1,1,$129.00 ,94109
13264163,37.77674,-122.46657,Apartment,Entire home/apt,1.5,2,2,$245.00 ,94118
13264364,37.78752,-122.40958,Hotel,Private room,1,0,2,$235.00 ,94108
13265498,37.79718,-122.42504,Hotel,Private room,1,1,1,$129.00 ,94109
